kaltmiete_listing,overpriced,floor,furnished,num_photos,total_floors,building_age_years,listing_date,wg_typ,year_built,priority_score,num_rooms,plz,balcony,days_online,living_area_m2,stadtteil,living_area_text,energieausweis,dist_uni_km,contact_type,heating_type,kitchen,dist_uni_min,elevator,clicks_last_week,listing_id,nebenkosten_eur
"894,00 EUR",True,EG,teilmöbliert,14,3,4,10.05.2026,Studenten-WG,2022,4,2.0,93047,ja,19,33.8,Innenstadt,34 m²,C,8.1,Makler,Gasetagenheizung,Einbauküche,33,ja,140,INS-2026-61392,82
333,True,1. OG,teilmöbliert,20,5,87,07.01.2026,Studenten-WG,1939,9,2.0,93051,nein,13,19.7,Königswiesen,"19,7 qm",D,2.3,Privat,Gasetagenheizung,Pantry,10,ja,193,INS-2026-71001,105
"384,00 EUR",False,2. OG,teilmöbliert,6,6,46,07.05.2026,Berufstätigen-WG,1980,6,2.0,93051,nein,62,25.4,Königswiesen,"25,4 qm",A+,9.4,Makler,Öl,Einbauküche,37,nein,241,INS-2026-75445,133
627 warm,False,1. OG,unmöbliert,17,1,70,20.02.2026,Studenten-WG,1956,5,2.0,93059,ja,9,31.7,Reinhausen,32 m²,H,5.6,Privat,Zentralheizung,Einbauküche,23,nein,77,INS-2026-58384,197
Kaltmiete: 398 €,True,4. OG,teilmöbliert,18,7,115,18.01.2026,Frauen-WG,1911,8,2.0,93055,nein,25,22.9,Ostenviertel,23 m²,D,10.6,Makler,Zentralheizung,keine,42,ja,227,INS-2026-93881,133
368 warm,True,3. OG,unmöbliert,3,2,45,21.03.2026,Berufstätigen-WG,1981,6,1.5,93053,ja,72,14.9,Kasernenviertel,"14,9 qm",B,10.7,Privat,Fernwärme,Pantry,43,nein,69,INS-2026-15704,71
kalt 608€,False,1. OG,teilmöbliert,18,2,21,12.06.2026,gemischt,2005,4,3.0,93047,nein,3,28.2,Innenstadt,28 m²,F,2.3,Makler,Öl,keine,9,ja,160,INS-2026-66534,185
181,False,3. OG,teilmöbliert,25,5,97,22.02.2026,Frauen-WG,1929,4,3.0,93051,ja,82,14.7,Ziegetsdorf,14.7 m2,F,10.8,Privat,Nachtspeicher,Pantry,44,ja,87,INS-2026-90421,101
666 €,True,EG,teilmöbliert,20,5,104,24.01.2026,Frauen-WG,1922,8,2.0,93059,ja,38,27.4,Stadtamhof,"27,4 qm",C,6.0,Makler,Gasetagenheizung,Pantry,23,ja,62,INS-2026-81028,91
"352,00 EUR",False,2. OG,unmöbliert,13,6,10,30.01.2026,Männer-WG,2016,1,3.0,93051,ja,71,24.5,Königswiesen,24 m²,A,9.5,Makler,Pellet,Pantry,38,nein,158,INS-2026-65192,67
235 €,True,DG,möbliert,12,5,121,06.02.2026,Studenten-WG,1905,2,1.5,93051,ja,5,12.7,Königswiesen,"12,7 qm",D,3.1,Privat,Fernwärme,Pantry,13,nein,109,INS-2026-95334,94
369,False,DG,unmöbliert,7,6,109,28.05.2026,gemischt,1917,8,3.0,93053,nein,22,21.2,Kasernenviertel,21.2 m2,B,9.0,Makler,Pellet,Einbauküche,36,nein,263,INS-2026-39423,95
454,False,3. OG,unmöbliert,20,2,123,14.06.2026,Männer-WG,1903,4,3.0,93051,nein,29,31.0,Kumpfmühl,"31,0 qm",D,7.8,Privat,Fernwärme,Pantry,30,nein,276,INS-2026-71798,116
151 €,False,DG,teilmöbliert,19,3,86,04.06.2026,Studenten-WG,1940,4,2.0,93051,nein,50,12.4,Königswiesen,12.4 m2,E,10.3,Makler,Zentralheizung,Einbauküche,41,nein,30,INS-2026-42713,128
200 €,False,3. OG,unmöbliert,19,7,65,09.03.2026,Berufstätigen-WG,1961,8,2.0,93051,nein,26,13.9,Königswiesen,13.9 m2,B,5.6,Makler,Öl,keine,22,ja,110,INS-2026-18472,57
571 warm,True,3. OG,teilmöbliert,3,5,93,06.05.2026,Männer-WG,1933,2,2.5,93049,ja,88,27.4,Karthaus-Prüll,"27,4 qm",A,5.4,Genossenschaft,Gasetagenheizung,Einbauküche,21,ja,171,INS-2026-41961,94
491 warm,True,1. OG,unmöbliert,5,6,116,18.04.2026,Studenten-WG,1910,4,1.0,93055,ja,86,16.3,Ostenviertel,16 m²,E,3.8,Makler,Öl,Einbauküche,15,nein,208,INS-2026-94931,161
"245,00 EUR",False,DG,unmöbliert,7,4,63,12.03.2026,Männer-WG,1963,1,2.0,93049,ja,21,17.9,Großprüfening,18 m²,B,2.7,Privat,Gasetagenheizung,Einbauküche,12,ja,285,INS-2026-14958,68
Kaltmiete: 222 €,False,1. OG,unmöbliert,23,7,107,09.04.2026,Frauen-WG,1919,8,2.0,93059,nein,29,14.4,Reinhausen,"14,4 qm",A+,8.6,Privat,Öl,Einbauküche,35,ja,271,INS-2026-95727,82
"184,00 EUR",False,DG,unmöbliert,9,6,70,09.02.2026,Studenten-WG,1956,6,1.5,93049,nein,16,14.4,Westenviertel,"14,4 qm",D,9.5,Privat,Gasetagenheizung,Pantry,38,nein,105,INS-2026-73823,126
228 €,True,EG,teilmöbliert,17,5,124,17.02.2026,gemischt,1902,4,1.0,93049,nein,23,14.1,Großprüfening,14.1 m2,F,9.9,Makler,Öl,Einbauküche,40,nein,220,INS-2026-66425,132
324 €,True,2. OG,möbliert,16,7,26,07.01.2026,gemischt,2000,1,2.0,93051,nein,67,16.6,Kumpfmühl,16.6 m2,D,7.8,Privat,Öl,keine,31,ja,28,INS-2026-54548,90
246 €,False,2. OG,teilmöbliert,21,4,30,10.02.2026,Studenten-WG,1996,4,3.0,93055,nein,36,18.9,Burgweinting,18.9 m2,E,5.4,Makler,Gasetagenheizung,Einbauküche,22,nein,206,INS-2026-12411,89
494 warm,True,DG,teilmöbliert,6,2,31,20.01.2026,gemischt,1995,1,2.0,93047,ja,62,14.3,Innenstadt,14.3 m2,A,3.9,Privat,Nachtspeicher,Einbauküche,15,ja,104,INS-2026-36528,65
"241,00 EUR",True,1. OG,teilmöbliert,6,1,107,27.01.2026,Studenten-WG,1919,9,2.0,93051,ja,3,15.0,Dechbetten,"15,0 qm",B,8.8,Makler,Gasetagenheizung,Einbauküche,35,nein,245,INS-2026-77620,59
406,True,DG,unmöbliert,24,3,107,19.05.2026,gemischt,1919,9,2.0,93051,ja,90,20.3,Kumpfmühl,20.3 m2,D,4.1,Privat,Nachtspeicher,Einbauküche,16,ja,173,INS-2026-13967,89
279 €,False,2. OG,teilmöbliert,9,2,47,17.06.2026,gemischt,1979,5,2.0,93053,ja,69,14.8,Galgenberg,14.8 m2,G,8.1,Privat,Fernwärme,Pantry,32,nein,256,INS-2026-23389,110
371 €,True,4. OG,unmöbliert,3,4,67,22.03.2026,Studenten-WG,1959,7,1.0,93051,ja,63,18.7,Kumpfmühl,18.7 m2,D,3.1,Privat,Öl,Einbauküche,13,ja,118,INS-2026-84153,136
457,False,DG,teilmöbliert,4,7,73,28.05.2026,gemischt,1953,10,3.0,93047,nein,84,20.9,Innenstadt,21 m²,D,7.0,Privat,Gasetagenheizung,Einbauküche,29,ja,297,INS-2026-87580,54
kalt 420€,False,DG,unmöbliert,17,1,92,06.01.2026,Berufstätigen-WG,1934,9,1.5,93053,ja,54,23.5,Kasernenviertel,24 m²,C,5.4,Privat,Gasetagenheizung,Einbauküche,21,nein,220,INS-2026-97207,92
227,True,3. OG,unmöbliert,14,2,90,29.03.2026,gemischt,1936,5,2.0,93053,ja,89,11.2,Kasernenviertel,11.2 m2,B,4.9,Privat,Öl,Einbauküche,20,ja,203,INS-2026-21766,99
"370,00 EUR",False,3. OG,teilmöbliert,3,7,38,16.04.2026,Studenten-WG,1988,8,2.0,93049,nein,29,20.6,Westenviertel,21 m²,F,2.5,Privat,Öl,keine,10,ja,9,INS-2026-18411,135
287 €,False,EG,möbliert,19,6,40,20.01.2026,gemischt,1986,4,3.0,93051,ja,6,16.3,Kumpfmühl,16.3 m2,A+,11.1,Privat,Zentralheizung,keine,44,nein,140,INS-2026-90726,109
634,True,2. OG,möbliert,19,7,9,07.04.2026,Studenten-WG,2017,3,1.5,93055,ja,73,26.8,Burgweinting,27 m²,A+,2.0,Privat,Zentralheizung,Einbauküche,8,nein,211,INS-2026-57873,86
368 €,True,3. OG,teilmöbliert,24,6,126,21.03.2026,Studenten-WG,1900,4,2.0,93053,ja,8,16.6,Galgenberg,"16,6 qm",A,5.6,Genossenschaft,Fernwärme,Einbauküche,23,nein,255,INS-2026-73152,94
230,False,Souterrain,unmöbliert,24,4,38,27.03.2026,Männer-WG,1988,9,2.0,93059,nein,63,16.1,Reinhausen,16 m²,A+,3.2,Privat,Fernwärme,Einbauküche,13,ja,88,INS-2026-44881,124
249,False,EG,unmöbliert,18,5,93,12.05.2026,gemischt,1933,2,2.0,93049,ja,78,17.3,Großprüfening,"17,3 qm",B,0.9,Privat,Zentralheizung,Einbauküche,5,ja,63,INS-2026-83826,57
274 warm,True,2. OG,unmöbliert,24,1,77,06.03.2026,Berufstätigen-WG,1949,2,1.5,93059,ja,22,12.4,Reinhausen,"12,4 qm",G,2.9,Makler,Gasetagenheizung,Pantry,12,ja,264,INS-2026-76268,65
366 warm,False,2. OG,unmöbliert,25,1,58,24.01.2026,Studenten-WG,1968,8,2.0,93053,ja,41,16.3,Galgenberg,"16,3 qm",D,7.0,Privat,Öl,keine,27,ja,1,INS-2026-11752,110
467 warm,False,EG,teilmöbliert,3,6,61,10.04.2026,Studenten-WG,1965,10,2.0,93053,ja,54,18.5,Kasernenviertel,18 m²,A,8.6,Privat,Zentralheizung,Pantry,34,nein,21,INS-2026-17690,129
411 warm,True,EG,teilmöbliert,25,4,105,21.03.2026,gemischt,1921,2,2.0,93051,nein,63,17.8,Ziegetsdorf,18 m²,F,1.5,Makler,Gasetagenheizung,Einbauküche,6,ja,18,INS-2026-23012,135
"304,00 EUR",True,2. OG,möbliert,17,6,63,07.04.2026,Frauen-WG,1963,2,2.0,93049,ja,24,18.0,Großprüfening,18 m²,C,5.1,Makler,Zentralheizung,Einbauküche,22,ja,23,INS-2026-67741,56
540,True,1. OG,möbliert,19,7,81,25.03.2026,Frauen-WG,1945,10,2.0,93049,ja,1,27.0,Westenviertel,27 m²,C,6.5,Makler,Pellet,Pantry,26,nein,237,INS-2026-66507,133
"613,00 EUR",True,3. OG,teilmöbliert,19,2,126,16.05.2026,gemischt,1900,8,1.0,93055,ja,35,27.6,Ostenviertel,"27,6 qm",D,4.1,Privat,Gasetagenheizung,Einbauküche,16,ja,124,INS-2026-36367,75
175 €,False,DG,unmöbliert,21,6,104,11.03.2026,gemischt,1922,1,2.0,93055,nein,52,13.0,Ostenviertel,13.0 m2,B,8.0,Privat,Zentralheizung,Einbauküche,32,nein,132,INS-2026-57824,80
264,False,2. OG,unmöbliert,7,1,34,30.01.2026,gemischt,1992,4,3.0,93053,ja,31,14.6,Kasernenviertel,"14,6 qm",B,5.4,Privat,Öl,Pantry,22,nein,284,INS-2026-91863,138
224,False,EG,teilmöbliert,7,7,110,20.01.2026,gemischt,1916,6,3.0,93055,ja,81,16.5,Burgweinting,"16,5 qm",H,11.4,Privat,Pellet,Pantry,45,nein,14,INS-2026-87386,199
412,False,2. OG,unmöbliert,17,7,59,10.05.2026,Studenten-WG,1967,1,2.0,93049,nein,69,27.2,Westenviertel,27.2 m2,E,9.3,Makler,Zentralheizung,Pantry,38,nein,251,INS-2026-92553,162
344,False,EG,unmöbliert,4,4,75,02.04.2026,Frauen-WG,1951,8,2.5,93051,nein,58,27.5,Königswiesen,28 m²,C,10.0,Makler,Gasetagenheizung,Pantry,39,nein,31,INS-2026-77509,77
354,False,EG,unmöbliert,7,2,25,06.02.2026,Frauen-WG,2001,10,2.0,93051,nein,81,26.4,Dechbetten,"26,4 qm",A+,5.4,Genossenschaft,Zentralheizung,Einbauküche,21,nein,211,INS-2026-57138,67
kalt 259€,False,4. OG,möbliert,16,2,66,13.05.2026,gemischt,1960,10,2.0,93051,nein,15,15.8,Kumpfmühl,"15,8 qm",D,3.1,Privat,Gasetagenheizung,Einbauküche,13,nein,179,INS-2026-24622,61
"451,00 EUR",False,DG,unmöbliert,20,7,38,17.05.2026,gemischt,1988,9,3.0,93049,nein,53,28.3,Westenviertel,28.3 m2,D,6.1,Privat,Fernwärme,Einbauküche,24,ja,88,INS-2026-49135,135
"577,00 EUR",False,1. OG,unmöbliert,23,2,63,15.03.2026,Studenten-WG,1963,3,2.0,93047,ja,33,25.7,Innenstadt,25.7 m2,D,6.0,Privat,Fernwärme,Einbauküche,24,ja,192,INS-2026-88940,56
472 warm,False,1. OG,unmöbliert,12,4,70,06.01.2026,Studenten-WG,1956,6,2.0,93047,nein,26,21.5,Innenstadt,21.5 m2,C,7.9,Makler,Gasetagenheizung,Pantry,32,nein,272,INS-2026-54770,60
643 €,True,2. OG,teilmöbliert,16,5,7,25.03.2026,gemischt,2019,6,2.0,93049,ja,68,29.7,Karthaus-Prüll,29.7 m2,D,4.9,Privat,Zentralheizung,Einbauküche,20,ja,49,INS-2026-42815,77
236 kalt,False,2. OG,unmöbliert,2,2,116,02.03.2026,Studenten-WG,1910,4,3.0,93049,ja,68,18.3,Großprüfening,18 m²,H,6.7,Makler,Fernwärme,Einbauküche,27,nein,192,INS-2026-67927,185
"276,00 EUR",False,Souterrain,unmöbliert,15,2,84,29.05.2026,Frauen-WG,1942,9,2.0,93051,nein,6,18.1,Kumpfmühl,"18,1 qm",D,3.1,Genossenschaft,Zentralheizung,Pantry,12,nein,118,INS-2026-11750,140
"368,00 EUR",True,EG,unmöbliert,6,1,32,28.06.2026,Frauen-WG,1994,9,1.0,93055,nein,52,21.4,Ostenviertel,"21,4 qm",E,6.1,Genossenschaft,Zentralheizung,Pantry,24,nein,72,INS-2026-41499,81
384 warm,False,3. OG,möbliert,18,7,71,15.01.2026,gemischt,1955,2,3.0,93053,ja,6,15.1,Galgenberg,15.1 m2,B,9.3,Privat,Öl,keine,37,ja,31,INS-2026-95235,120
364,False,3. OG,unmöbliert,21,5,114,26.03.2026,gemischt,1912,1,2.0,93055,nein,29,25.8,Burgweinting,26 m²,C,8.4,Privat,Zentralheizung,Einbauküche,34,nein,182,INS-2026-68708,139
334 warm,True,DG,unmöbliert,7,5,99,17.01.2026,gemischt,1927,1,1.0,93055,ja,17,17.4,Burgweinting,"17,4 qm",A,4.2,Privat,Zentralheizung,Einbauküche,17,nein,197,INS-2026-41076,63
383,True,1. OG,teilmöbliert,5,2,65,17.01.2026,Berufstätigen-WG,1961,4,1.0,93055,nein,70,25.5,Burgweinting,"25,5 qm",A,6.0,Privat,Öl,Einbauküche,24,nein,186,INS-2026-80262,123
489 warm,False,3. OG,unmöbliert,11,2,58,22.03.2026,gemischt,1968,5,2.0,93053,ja,7,18.8,Galgenberg,18.8 m2,F,4.3,Privat,Gasetagenheizung,Einbauküche,17,ja,271,INS-2026-61761,125
300,True,Souterrain,möbliert,23,5,67,21.02.2026,gemischt,1959,10,2.0,93049,ja,78,20.3,Großprüfening,"20,3 qm",F,3.1,Privat,Zentralheizung,Einbauküche,13,nein,207,INS-2026-17664,159
Kaltmiete: 286 €,False,1. OG,unmöbliert,15,1,61,28.03.2026,Studenten-WG,1965,1,2.0,93051,nein,48,17.7,Kumpfmühl,18 m²,D,10.4,Privat,Gasetagenheizung,Einbauküche,42,ja,59,INS-2026-64319,82
315 kalt,False,2. OG,unmöbliert,6,4,30,08.06.2026,Frauen-WG,1996,8,2.0,93055,ja,40,22.9,Burgweinting,22.9 m2,F,10.2,Privat,Öl,Einbauküche,41,ja,105,INS-2026-87701,77
239,False,4. OG,unmöbliert,22,7,77,11.04.2026,Männer-WG,1949,5,2.0,93055,ja,75,22.0,Burgweinting,22.0 m2,D,11.2,Privat,Nachtspeicher,Einbauküche,45,nein,255,INS-2026-60199,100
"217,00 EUR",True,4. OG,unmöbliert,4,7,18,22.04.2026,Studenten-WG,2008,4,2.0,93055,ja,45,12.5,Ostenviertel,"12,5 qm",F,1.8,Makler,Zentralheizung,Pantry,7,ja,203,INS-2026-68752,139
99 warm,False,DG,teilmöbliert,2,2,115,09.02.2026,Studenten-WG,1911,9,2.0,93053,nein,60,22.8,Kasernenviertel,23 m²,D,10.1,Genossenschaft,Zentralheizung,Pantry,40,nein,50,INS-2026-72722,61
357 €,False,Souterrain,unmöbliert,7,3,101,06.02.2026,Frauen-WG,1925,2,2.0,93049,nein,30,26.1,Karthaus-Prüll,26 m²,H,6.5,Privat,Pellet,keine,26,nein,195,INS-2026-24908,138
Kaltmiete: 301 €,True,3. OG,teilmöbliert,10,4,125,14.05.2026,Berufstätigen-WG,1901,4,2.0,93059,ja,67,16.7,Reinhausen,16.7 m2,D,7.6,Privat,Zentralheizung,Pantry,31,ja,152,INS-2026-70610,68
Kaltmiete: 290 €,True,4. OG,unmöbliert,11,4,123,17.03.2026,Frauen-WG,1903,7,3.0,93051,ja,90,16.1,Königswiesen,"16,1 qm",C,2.4,Makler,Gasetagenheizung,Einbauküche,10,ja,16,INS-2026-11873,68
865,True,EG,teilmöbliert,25,1,83,03.06.2026,gemischt,1943,10,2.0,93047,nein,49,34.0,Innenstadt,34 m²,A,7.1,Makler,Gasetagenheizung,Einbauküche,29,nein,280,INS-2026-31678,84
"347,00 EUR",True,4. OG,teilmöbliert,23,3,16,05.02.2026,gemischt,2010,4,3.0,93051,ja,22,21.2,Königswiesen,"21,2 qm",B,2.8,Makler,Fernwärme,Einbauküche,12,nein,216,INS-2026-12098,140
264 kalt,False,Souterrain,unmöbliert,24,2,46,23.06.2026,Studenten-WG,1980,4,3.0,93059,nein,35,19.7,Stadtamhof,19.7 m2,E,8.7,Privat,Öl,Pantry,35,nein,41,INS-2026-99436,71
232 €,False,4. OG,unmöbliert,21,7,124,29.04.2026,Studenten-WG,1902,5,2.0,93051,ja,62,18.6,Königswiesen,19 m²,D,8.5,Privat,Nachtspeicher,Pantry,33,nein,273,INS-2026-68590,79
344 €,False,DG,teilmöbliert,9,5,91,01.05.2026,Berufstätigen-WG,1935,2,2.0,93051,ja,50,26.7,Dechbetten,26.7 m2,D,1.6,Privat,Fernwärme,keine,6,nein,96,INS-2026-80774,152
705,True,2. OG,teilmöbliert,4,6,35,17.04.2026,gemischt,1991,6,1.0,93053,ja,33,26.8,Galgenberg,"26,8 qm",F,3.4,Privat,Gasetagenheizung,keine,13,ja,165,INS-2026-36870,166
374 warm,False,4. OG,teilmöbliert,22,4,97,12.06.2026,Frauen-WG,1929,6,3.0,93055,nein,30,17.3,Burgweinting,"17,3 qm",E,11.2,Privat,Gasetagenheizung,Einbauküche,45,nein,65,INS-2026-49833,151
510 €,True,2. OG,teilmöbliert,20,6,80,24.05.2026,Berufstätigen-WG,1946,9,2.0,93059,ja,22,20.5,Stadtamhof,20 m²,D,2.9,Privat,Zentralheizung,Einbauküche,12,nein,129,INS-2026-18577,125
Kaltmiete: 173 €,False,4. OG,möbliert,9,4,95,03.01.2026,gemischt,1931,9,3.0,93049,ja,8,13.8,Großprüfening,13.8 m2,D,8.1,Genossenschaft,Fernwärme,keine,32,nein,142,INS-2026-64969,135
470 warm,True,4. OG,unmöbliert,11,5,34,12.01.2026,Frauen-WG,1992,10,1.0,93051,ja,28,20.3,Königswiesen,"20,3 qm",A,3.8,Privat,Zentralheizung,Einbauküche,15,nein,98,INS-2026-10255,109
169,False,DG,unmöbliert,21,1,81,14.03.2026,Studenten-WG,1945,10,3.0,93055,ja,87,16.3,Ostenviertel,"16,3 qm",F,10.7,Genossenschaft,Nachtspeicher,keine,43,nein,227,INS-2026-57944,116
328 €,False,EG,unmöbliert,2,4,75,17.04.2026,gemischt,1951,7,2.5,93049,ja,15,29.6,Großprüfening,"29,6 qm",C,2.1,Makler,Zentralheizung,Pantry,9,ja,161,INS-2026-84978,132
383 warm,False,EG,unmöbliert,4,7,19,27.05.2026,gemischt,2007,5,2.0,93049,ja,87,15.4,Westenviertel,"15,4 qm",G,4.1,Privat,Gasetagenheizung,Einbauküche,17,ja,245,INS-2026-55071,112
761 warm,True,Souterrain,teilmöbliert,21,1,12,07.03.2026,Studenten-WG,2014,3,1.0,93053,nein,12,30.0,Kasernenviertel,"30,0 qm",E,11.0,Privat,Gasetagenheizung,Pantry,44,nein,82,INS-2026-65418,144
224,False,3. OG,unmöbliert,12,1,104,21.05.2026,gemischt,1922,10,2.0,93055,ja,23,14.0,Ostenviertel,"14,0 qm",A+,8.3,Privat,Zentralheizung,keine,34,nein,92,INS-2026-67698,63
282 warm,False,EG,teilmöbliert,5,6,96,17.06.2026,gemischt,1930,9,3.0,93055,ja,16,13.2,Burgweinting,13.2 m2,E,1.5,Privat,Nachtspeicher,Pantry,6,ja,179,INS-2026-86839,110
"361,00 EUR",True,1. OG,teilmöbliert,15,2,106,08.02.2026,Studenten-WG,1920,10,2.0,93055,ja,70,18.3,Ostenviertel,18 m²,C,1.6,Genossenschaft,Gasetagenheizung,Pantry,7,nein,52,INS-2026-99887,76
439 warm,False,2. OG,teilmöbliert,17,7,76,26.01.2026,gemischt,1950,10,3.0,93051,ja,30,25.3,Königswiesen,25.3 m2,G,11.1,Privat,Zentralheizung,Einbauküche,45,ja,293,INS-2026-86984,86
402 kalt,True,1. OG,möbliert,24,7,29,06.02.2026,Studenten-WG,1997,6,2.0,93049,nein,57,20.3,Karthaus-Prüll,20 m²,C,4.0,Makler,Pellet,Einbauküche,15,ja,40,INS-2026-55490,64
kalt 373€,False,EG,unmöbliert,24,7,72,22.04.2026,gemischt,1954,6,1.5,93053,ja,87,20.3,Kasernenviertel,20 m²,C,7.0,Makler,Gasetagenheizung,Einbauküche,28,nein,290,INS-2026-19183,103
311,False,EG,unmöbliert,10,4,69,01.03.2026,Studenten-WG,1957,8,2.5,93051,ja,81,25.2,Ziegetsdorf,"25,2 qm",E,10.0,Privat,Fernwärme,Einbauküche,41,nein,54,INS-2026-91285,103
889 warm,True,3. OG,möbliert,5,3,8,01.06.2026,Studenten-WG,2018,8,1.0,93059,ja,30,23.2,Stadtamhof,23.2 m2,A,4.3,Privat,Gasetagenheizung,Einbauküche,18,nein,267,INS-2026-88987,97
456 warm,True,1. OG,teilmöbliert,24,4,107,02.06.2026,gemischt,1919,1,2.0,93051,nein,30,13.9,Kumpfmühl,13.9 m2,F,10.6,Privat,Zentralheizung,Pantry,42,nein,275,INS-2026-62041,181
kalt 249€,False,1. OG,unmöbliert,7,5,66,01.04.2026,gemischt,1960,2,1.5,93051,nein,63,16.4,Königswiesen,"16,4 qm",A,2.4,Privat,Zentralheizung,Einbauküche,10,ja,170,INS-2026-37911,96
414,True,1. OG,unmöbliert,19,5,25,17.04.2026,Studenten-WG,2001,6,2.0,93047,nein,49,17.1,Innenstadt,17 m²,G,3.6,Privat,Zentralheizung,Einbauküche,14,nein,51,INS-2026-90395,71
440 €,False,DG,unmöbliert,11,6,35,26.03.2026,gemischt,1991,8,1.0,93049,nein,55,33.8,Großprüfening,33.8 m2,E,6.4,Privat,Pellet,Pantry,25,nein,27,INS-2026-67640,58
kalt 184€,False,3. OG,teilmöbliert,21,7,33,21.01.2026,gemischt,1993,2,2.0,93051,ja,30,14.3,Dechbetten,"14,3 qm",H,4.9,Privat,Zentralheizung,keine,21,nein,6,INS-2026-48089,173
294 €,True,1. OG,teilmöbliert,19,7,122,28.02.2026,gemischt,1904,5,2.0,93051,nein,6,16.4,Königswiesen,16.4 m2,D,5.5,Privat,Fernwärme,Einbauküche,23,nein,201,INS-2026-75847,128
Kaltmiete: 470 €,False,4. OG,unmöbliert,25,6,86,10.02.2026,Studenten-WG,1940,9,2.0,93053,nein,52,25.2,Galgenberg,25.2 m2,A,10.7,Makler,Zentralheizung,Einbauküche,43,ja,54,INS-2026-61153,127
210 €,True,1. OG,unmöbliert,10,2,33,28.04.2026,gemischt,1993,10,2.5,93049,ja,74,14.4,Großprüfening,"14,4 qm",B,5.6,Privat,Zentralheizung,Einbauküche,22,nein,153,INS-2026-20601,126
435 €,True,EG,unmöbliert,10,3,123,03.03.2026,Studenten-WG,1903,7,1.0,93059,ja,65,16.0,Stadtamhof,"16,0 qm",A,9.2,Privat,Zentralheizung,Einbauküche,37,nein,182,INS-2026-33567,142
680 warm,True,3. OG,unmöbliert,13,7,30,04.03.2026,Studenten-WG,1996,10,1.0,93051,ja,68,27.1,Kumpfmühl,27 m²,D,1.8,Makler,Zentralheizung,Pantry,7,nein,180,INS-2026-43497,98
232 €,False,2. OG,teilmöbliert,2,5,62,18.01.2026,gemischt,1964,4,3.0,93051,ja,20,17.1,Königswiesen,"17,1 qm",F,9.1,Privat,Zentralheizung,Einbauküche,36,nein,151,INS-2026-44450,91
549 warm,True,Souterrain,teilmöbliert,5,7,20,09.04.2026,Studenten-WG,2006,4,2.5,93051,nein,34,23.6,Königswiesen,23.6 m2,E,1.8,Privat,Pellet,Einbauküche,8,ja,1,INS-2026-66262,141
485,True,2. OG,möbliert,15,2,13,26.03.2026,gemischt,2013,10,1.0,93051,ja,71,20.6,Kumpfmühl,20.6 m2,D,8.4,Privat,Nachtspeicher,Einbauküche,33,nein,19,INS-2026-36068,46
"383,00 EUR",False,3. OG,teilmöbliert,24,2,68,03.02.2026,Frauen-WG,1958,1,1.5,93053,nein,24,22.9,Kasernenviertel,23 m²,H,9.2,Makler,Nachtspeicher,Pantry,36,nein,115,INS-2026-44231,99
459,True,DG,unmöbliert,16,3,12,17.05.2026,Berufstätigen-WG,2014,5,2.5,93053,nein,45,19.4,Galgenberg,19 m²,F,2.7,Privat,Öl,Einbauküche,10,ja,110,INS-2026-27891,126
257,True,4. OG,teilmöbliert,17,4,37,24.01.2026,gemischt,1989,6,2.0,93051,nein,27,15.7,Königswiesen,15.7 m2,B,4.1,Privat,Gasetagenheizung,Pantry,17,ja,195,INS-2026-49929,140
kalt 506€,True,EG,unmöbliert,3,6,94,23.02.2026,gemischt,1932,3,1.0,93055,nein,31,34.7,Burgweinting,"34,7 qm",C,8.6,Privat,Fernwärme,Pantry,34,nein,42,INS-2026-96023,78
429 warm,True,EG,unmöbliert,13,3,109,17.01.2026,gemischt,1917,9,2.0,93055,ja,27,21.9,Burgweinting,22 m²,E,8.9,Privat,Gasetagenheizung,Pantry,36,nein,134,INS-2026-34844,114
435 €,False,EG,möbliert,3,5,60,27.02.2026,Studenten-WG,1966,6,2.0,93047,nein,88,18.3,Innenstadt,18 m²,C,6.2,Makler,Zentralheizung,keine,24,nein,70,INS-2026-86918,70
476,True,1. OG,teilmöbliert,22,3,96,02.06.2026,Studenten-WG,1930,8,2.0,93051,ja,31,27.5,Königswiesen,28 m²,D,2.5,Genossenschaft,Öl,Einbauküche,10,ja,41,INS-2026-13986,97
389,False,Souterrain,teilmöbliert,25,1,72,31.05.2026,gemischt,1954,10,3.0,93053,nein,73,24.5,Kasernenviertel,24.5 m2,B,2.0,Privat,Öl,Pantry,8,nein,216,INS-2026-44659,138
Kaltmiete: 285 €,True,DG,unmöbliert,14,2,114,18.02.2026,Studenten-WG,1912,1,1.0,93051,ja,10,20.6,Dechbetten,20.6 m2,E,7.0,Genossenschaft,Zentralheizung,Einbauküche,28,nein,258,INS-2026-81449,111
266,False,3. OG,unmöbliert,19,7,62,10.06.2026,Männer-WG,1964,9,2.0,93049,ja,50,18.5,Großprüfening,"18,5 qm",A,2.0,Makler,Öl,Einbauküche,8,ja,6,INS-2026-98966,85
228,False,DG,unmöbliert,4,7,70,16.03.2026,gemischt,1956,5,2.0,93051,nein,35,25.4,Dechbetten,25 m²,G,6.2,Makler,Nachtspeicher,Einbauküche,25,nein,238,INS-2026-30447,88
479 kalt,True,3. OG,teilmöbliert,5,4,123,14.03.2026,gemischt,1903,5,1.0,93055,ja,50,22.6,Ostenviertel,"22,6 qm",B,1.5,Makler,Gasetagenheizung,Einbauküche,6,nein,287,INS-2026-95404,136
